Age,Gender,Weight(kg),Height(m),Resting_BPM,Workout_Frequency(days/week),Experience_Level,Session_Duration(min),Workout_Type,Fat_Percentage,Water_Intake(liters),BMI
56, Male   ,125.5,1.8,73,4,2,80, Strength     ,53.956,2.7,38.73
21, Female ,55.2,1.55,53,4,2,80, Strength     ,27.006,1.7,22.98
57, Male   ,82.2,1.69,63,4,2,70, Strength     ,42.246,3.4,28.78
36, Female ,47.2,1.74,53,4,2,90, Cardio       ,21.588,1.6,15.59
36, Male   ,56.2,1.95,64,4,2,70, Strength     ,20.616,3.4,14.78
45, Male   ,58.4,1.72,65,4,2,80, HIIT         ,28.638,3.1,19.74
29, Male   ,86.7,1.62,55,4,3,90, Strength     ,40.918,3.5,33.04
18, Female ,62,1.59,50,4,2,70, Strength     ,28.164,2.2,24.52
18, Female ,58.1,1.61,71,4,3,110, Yoga         ,25.632,2.7,22.41
51, Female ,64.9,1.6,55,4,2,90, Yoga         ,36.75,2.5,25.35
49, Female ,69.3,1.62,62,4,2,70, HIIT         ,37.562,1.9,26.41
57, Female ,51.4,1.63,73,4,2,70, Yoga         ,30.93,2,19.35
33, Female ,55.6,1.61,54,4,3,110, Yoga         ,27.93,2.7,21.45
22, Male   ,102.1,1.85,67,4,2,90, Cardio       ,35.456,2.4,29.83
33, Male   ,81.8,1.99,51,4,3,100, Strength     ,26.982,3.5,20.66
54, Male   ,54.6,1.76,56,4,2,80, Cardio       ,28.176,3.3,17.63
31, Male   ,78.8,1.71,59,4,2,90, HIIT         ,34.07,2.5,26.95
45, Female ,48.2,1.64,67,4,2,80, Strength     ,26.454,2.5,17.92
47, Male   ,86.6,1.99,70,4,3,120, Strength     ,31.654,3.5,21.87
22, Male   ,96.3,1.63,62,4,2,80, Cardio       ,43.16,2.4,36.25
54, Female ,64.5,1.53,58,4,3,100, Yoga         ,40.08,2.7,27.55
53, Female ,68,1.7,57,4,2,60, HIIT         ,35.026,2.4,23.53
49, Male   ,61,1.87,61,4,2,70, Strength     ,26.798,3,17.44
21, Male   ,80.9,1.9,55,4,3,110, Yoga         ,26.322,3.5,22.41
33, Male   ,106.5,1.6,74,4,2,80, Strength     ,52.11,3.3,41.6
19, Male   ,95.1,1.85,50,4,2,70, Yoga         ,32.318,2.3,27.79
50, Male   ,86.7,1.63,58,4,3,100, Cardio       ,45.256,3.5,32.63
50, Female ,69.7,1.72,66,4,2,70, Strength     ,34.372,2,23.56
29, Male   ,121.1,1.87,52,4,2,80, HIIT         ,42.826,3.2,34.63
48, Female ,71.5,1.64,60,4,2,90, Yoga         ,37.536,1.9,26.58
40, Female ,57.7,1.69,53,4,2,70, HIIT         ,28.04,2.4,20.2
27, Male   ,89.3,1.64,64,4,3,110, HIIT         ,40.65,3.5,33.2
53, Male   ,115.4,1.92,50,4,2,80, Yoga         ,44.35,2.2,31.3
54, Female ,78.1,1.6,73,4,2,70, Yoga         ,43.632,2.4,30.51
26, Female ,54.2,1.65,58,4,2,60, Cardio       ,24.472,1.9,19.91
41, Female ,77.6,1.76,71,4,2,80, Strength     ,34.09,2.2,25.05
53, Female ,47.8,1.76,74,4,2,60, HIIT         ,25.306,1.5,15.43
49, Male   ,82.3,1.84,71,4,2,80, Strength     ,35.042,3.4,24.31
29, Female ,68.7,1.72,62,4,2,70, Cardio       ,29.134,1.7,23.22
52, Male   ,65.5,1.74,70,4,2,90, Strength     ,32.516,2.8,21.63
30, Female ,59.2,1.63,74,4,3,110, Strength     ,28.236,2.7,22.28
53, Female ,68.1,1.55,65,4,2,90, HIIT         ,40.81,2.2,28.35
58, Female ,74.8,1.69,53,4,2,80, Strength     ,39.368,2.3,26.19
36, Male   ,90.3,1.65,71,4,2,80, Cardio       ,42.684,3.4,33.17
29, Male   ,86.1,1.65,71,4,3,100, HIIT         ,39.226,3.5,31.63
48, Female ,56.8,1.51,52,4,2,80, HIIT         ,35.532,2.1,24.91
36, Male   ,112.4,1.63,58,4,2,60, Cardio       ,53.64,3.4,42.3
52, Male   ,66.5,1.6,70,4,2,80, HIIT         ,37.736,2.1,25.98
29, Male   ,106.5,1.81,60,4,2,80, Cardio       ,40.282,2.5,32.51
42, Male   ,88.4,1.93,65,4,3,100, Yoga         ,32.736,3.5,23.73
33, Female ,74.2,1.76,66,4,2,70, Strength     ,30.93,1.5,23.95
56, Male   ,84.6,1.63,52,4,2,60, HIIT         ,45.688,2.9,31.84
52, Female ,65.9,1.52,53,4,2,80, Cardio       ,40.784,2.3,28.52
40, Male   ,76.9,1.92,68,4,2,70, Yoga         ,28.832,3.7,20.86
35, Male   ,63.7,1.74,71,4,2,60, HIIT         ,27.898,2.7,21.04
34, Female ,68.4,1.5,61,4,2,80, Cardio       ,38.9,2.1,30.4
55, Male   ,63.5,1.86,53,4,2,80, Strength     ,29.27,2.9,18.35
46, Male   ,59.4,1.68,62,4,2,70, Strength     ,30.44,2.5,21.05
44, Male   ,124.8,1.85,69,4,2,80, Strength     ,48.472,3.5,36.46
27, Female ,53,1.58,62,4,2,80, Cardio       ,26.286,1.8,21.23
30, Female ,70.4,1.56,62,4,2,60, Yoga         ,36.216,2.4,28.93
45, Male   ,52.5,1.88,71,4,2,70, Strength     ,22.77,2.9,14.85
37, Male   ,76.3,1.77,57,4,2,80, HIIT         ,32.33,2.1,24.35
25, Female ,55.3,1.76,67,4,3,90, Yoga         ,21.77,2.7,17.85
58, Female ,49.7,1.67,72,4,2,80, Strength     ,29.324,2.3,17.82
18, Male   ,83.2,1.96,67,4,3,110, HIIT         ,24.732,3.5,21.66
30, Male   ,121.6,2,60,4,2,70, Cardio       ,37.98,3.3,30.4
45, Female ,73,1.75,50,4,2,70, Yoga         ,33.558,2,23.84
50, Female ,42.7,1.53,65,4,2,90, Strength     ,27.988,2.4,18.24
49, Male   ,88.6,2,56,4,3,110, Cardio       ,32.45,3.5,22.15
38, Male   ,46.9,1.74,64,4,2,60, Strength     ,21.928,2.6,15.49
28, Female ,71.3,1.67,63,4,2,90, Strength     ,31.724,1.5,25.57
58, Female ,74.6,1.68,60,4,2,60, Yoga         ,39.656,2,26.43
20, Female ,64.3,1.78,61,4,3,100, Cardio       ,23.548,2.7,20.29
40, Male   ,63,2,71,4,2,90, Strength     ,22.7,2.9,15.75
28, Male   ,128.4,1.86,71,4,2,60, Strength     ,45.572,3.3,37.11
27, Female ,63.7,1.52,60,4,2,70, Strength     ,33.894,2.1,27.57
49, Male   ,83.7,1.87,53,4,2,80, HIIT         ,34.598,2.3,23.94
55, Male   ,87.5,1.88,73,4,2,70, Yoga         ,36.962,2.6,24.76
29, Male   ,87,1.86,72,4,3,90, Yoga         ,31.45,3.5,25.15
53, Female ,73.5,1.55,72,4,2,70, HIIT         ,43.498,2.1,30.59
45, Female ,73.5,1.74,50,4,2,70, Cardio       ,34.086,2.3,24.28
58, Female ,46.1,1.67,70,4,2,80, Yoga         ,27.776,1.8,16.53
44, Male   ,94.6,1.84,67,4,2,80, HIIT         ,38.248,3.1,27.94
50, Male   ,52.2,1.84,52,4,2,80, Strength     ,24.604,3.1,15.42
30, Male   ,101,1.68,61,4,2,90, Strength     ,44.448,2.9,35.79
35, Female ,78.9,1.64,70,4,2,80, Cardio       ,37.858,2.6,29.34
19, Male   ,127.9,1.93,70,4,2,80, Strength     ,40.178,3,34.34
27, Male   ,88.5,1.98,53,4,3,110, Cardio       ,27.894,3.5,22.57
50, Male   ,64.5,1.79,61,4,2,70, Yoga         ,30.256,2.4,20.13
38, Male   ,68.7,1.92,73,4,2,80, Cardio       ,25.708,3,18.64
44, Male   ,102.3,1.63,52,4,2,80, Yoga         ,50.92,2.6,38.5
38, Male   ,85.8,1.8,68,4,3,100, Cardio       ,35.116,3.5,26.48
23, Male   ,81.4,1.85,74,4,3,100, Cardio       ,28.426,3.5,23.78
34, Male   ,52,1.78,53,4,2,80, Strength     ,22.112,2.7,16.41
22, Male   ,71,1.93,53,4,2,90, Yoga         ,22.532,2.9,19.06
48, Male   ,80.6,1.77,66,4,3,90, Cardio       ,36.516,3.5,25.73
20, Male   ,111,1.94,50,4,2,60, Cardio       ,34.588,3.3,29.49
54, Female ,75.6,1.61,52,4,2,90, Yoga         ,42.024,2.5,29.17
27, Male   ,108,1.8,70,4,2,80, Cardio       ,40.806,2.5,33.33
34, Male   ,75.7,1.94,72,4,2,70, Strength     ,26.552,2.4,20.11
38, Female ,56.3,1.6,53,4,2,70, Yoga         ,29.728,1.9,21.99
30, Female ,62.7,1.67,70,4,2,60, HIIT         ,28.476,2.6,22.48
57, Male   ,76.6,1.86,55,4,2,70, Yoga         ,34.278,2.8,22.14
51, Female ,54.7,1.53,69,4,2,70, HIIT         ,34.374,2,23.37
29, Female ,71.8,1.55,68,4,2,70, Cardio       ,37.138,2.4,29.89
22, Female ,48.7,1.76,66,4,2,80, HIIT         ,18.524,2.2,15.72
34, Male   ,112.4,1.85,66,4,2,70, HIIT         ,41.828,3.6,32.84
54, Female ,43.8,1.65,61,4,2,80, Yoga         ,26.328,1.7,16.09
38, Male   ,123.3,1.62,65,4,2,80, Yoga         ,59.716,2.3,46.98
28, Male   ,84.8,1.79,55,4,2,80, Cardio       ,32.804,2.3,26.47
51, Female ,63.9,1.8,72,4,2,60, HIIT         ,29.994,2.7,19.72
44, Female ,60.4,1.65,54,4,2,80, HIIT         ,31.348,2.1,22.19
47, Male   ,87.2,1.64,50,4,3,120, Strength     ,44.314,3.5,32.42
46, Female ,62.5,1.54,73,4,3,100, Strength     ,36.8,2.7,26.35
27, Male   ,80.7,1.61,52,4,3,110, Strength     ,38.166,3.5,31.13
41, Male   ,74.3,1.61,51,4,2,60, Strength     ,38.422,3.5,28.66
22, Female ,78.5,1.7,66,4,2,80, Strength     ,32.252,2.1,27.16
30, Female ,77.9,1.77,62,4,2,90, Cardio       ,31.344,2.6,24.87
40, Male   ,68.9,1.99,51,4,2,70, Cardio       ,24.68,2.4,17.4
38, Female ,70.3,1.52,66,4,2,70, Yoga         ,39.856,2,30.43
22, Female ,40.3,1.56,57,4,2,90, HIIT         ,19.532,2.1,16.56
22, Female ,44.8,1.72,54,4,2,90, Cardio       ,17.828,1.8,15.14
29, Male   ,84.9,1.72,51,4,3,110, Yoga         ,35.71,3.5,28.7
31, Female ,60.5,1.77,56,4,3,100, HIIT         ,24.902,2.7,19.31
43, Female ,53.8,1.72,71,4,2,60, Strength     ,26.318,2.3,18.19
43, Female ,66.3,1.77,57,4,2,90, HIIT         ,29.882,1.7,21.16
34, Male   ,88,1.64,70,4,3,110, Yoga         ,41.684,3.5,32.72
25, Male   ,95.6,1.9,72,4,2,90, Cardio       ,32.126,2.4,26.48
32, Male   ,85.3,1.64,69,4,3,110, Cardio       ,40.012,3.5,31.71
39, Male   ,59.7,1.83,59,4,2,80, Strength     ,24.966,2.3,17.83
41, Female ,61.9,1.64,68,4,3,120, Yoga         ,31.642,2.7,23.01
19, Female ,49.1,1.68,58,4,2,90, Cardio       ,19.85,2.6,17.4
24, Male   ,88.2,1.79,65,4,3,110, HIIT         ,33.156,3.5,27.53
35, Male   ,62.8,1.63,63,4,2,90, Cardio       ,31.018,3.7,23.64
42, Female ,72.9,1.62,67,4,2,70, Yoga         ,37.596,2,27.78
45, Female ,64.3,1.54,58,4,3,100, Yoga         ,37.482,2.7,27.11
34, Female ,59,1.62,56,4,2,70, Cardio       ,29.396,2.4,22.48
43, Female ,68.6,1.52,68,4,2,90, Yoga         ,40.118,2.6,29.69
34, Female ,64.5,1.78,64,4,2,80, Yoga         ,26.852,1.8,20.36
30, Female ,61.6,1.52,71,4,3,110, Cardio       ,33.492,2.7,26.66
37, Male   ,75.1,1.82,60,4,2,70, Yoga         ,30.314,3.2,22.67
53, Female ,55.8,1.55,54,4,2,70, Strength     ,34.666,1.8,23.23
39, Male   ,58.3,1.93,58,4,2,80, Cardio       ,22.35,3.7,15.65
25, Male   ,81.7,1.95,74,4,3,120, Yoga         ,26.138,3.5,21.49
58, Female ,75.4,1.78,63,4,2,60, Cardio       ,36.5,2.5,23.8
54, Female ,64.2,1.69,69,4,3,100, Yoga         ,33.996,2.7,22.48
23, Male   ,107.2,1.93,55,4,2,70, HIIT         ,34.426,3.1,28.78
50, Female ,61.6,1.75,74,4,2,70, Strength     ,30.232,2.2,20.11
39, Male   ,81.7,1.75,55,4,2,80, Cardio       ,35.586,2.8,26.68
23, Male   ,116.8,1.79,69,4,2,60, Strength     ,43.63,3.4,36.45
23, Female ,60.1,1.59,52,4,3,110, HIIT         ,28.414,2.7,23.77
47, Female ,41.6,1.58,68,4,2,60, Yoga         ,25.402,2.1,16.66
48, Female ,69.1,1.6,53,4,2,80, Strength     ,38.028,2,26.99
26, Male   ,125.5,1.76,66,4,2,70, Yoga         ,49.204,3.1,40.52
48, Male   ,129.2,1.61,62,4,2,60, Yoga         ,65.448,2.9,49.84
53, Female ,64.4,1.55,62,4,3,110, HIIT         ,38.962,2.7,26.81
41, Female ,64.9,1.57,53,4,2,60, HIIT         ,35.626,2.4,26.33
23, Female ,56.7,1.55,73,4,2,80, Cardio       ,28.21,1.9,23.6
19, Female ,46.8,1.63,63,4,2,80, HIIT         ,20.102,1.6,17.61
45, Male   ,80.8,1.76,54,4,3,100, Yoga         ,36.246,3.5,26.08
32, Female ,56.6,1.57,72,4,3,100, HIIT         ,29.512,2.7,22.96
43, Female ,64.7,1.66,69,4,3,110, Yoga         ,32.666,2.7,23.48
36, Female ,57.7,1.77,63,4,3,100, Strength     ,24.984,2.7,18.42
37, Male   ,76.9,1.82,50,4,2,90, Strength     ,30.974,2.8,23.22
50, Male   ,80.5,1.77,59,4,3,110, Yoga         ,36.94,3.5,25.7
31, Female ,53.5,1.76,69,4,2,70, Strength     ,22.454,1.8,17.27
28, Male   ,86.9,1.78,68,4,2,80, HIIT         ,33.956,3.7,27.43
30, Male   ,90,1.66,71,4,2,80, Cardio       ,40.692,2.1,32.66
37, Female ,66.9,1.75,50,4,2,80, Strength     ,29.318,2.1,21.84
26, Female ,62.4,1.61,58,4,3,110, Yoga         ,29.464,2.7,24.07
28, Male   ,58.3,2,65,4,2,80, Strength     ,18.524,3,14.57
32, Male   ,89.8,1.92,67,4,3,120, Strength     ,31.192,3.5,24.36
48, Male   ,73.1,1.83,71,4,2,60, Yoga         ,31.836,2.8,21.83
31, Female ,77.4,1.71,52,4,2,80, Cardio       ,33.494,1.8,26.47
51, Male   ,88.2,1.62,72,4,3,90, Cardio       ,46.662,3.5,33.61
29, Female ,75.6,1.8,57,4,2,80, Yoga         ,29.266,1.9,23.33
52, Female ,57.9,1.56,68,4,3,100, HIIT         ,35.108,2.7,23.79
46, Male   ,72.6,1.87,64,4,2,80, HIIT         ,30.092,3.4,20.76
58, Female ,59.3,1.58,56,4,3,120, Strength     ,36.44,2.7,23.75
31, Male   ,86.9,1.69,65,4,3,100, Yoga         ,38.246,3.5,30.43
52, Male   ,63.6,1.62,55,4,2,80, Strength     ,35.636,2.3,24.23
54, Male   ,117.2,1.62,56,4,2,60, HIIT         ,60.612,2.3,44.66
42, Male   ,86.3,1.77,55,4,3,110, HIIT         ,37.32,3.5,27.55
35, Male   ,127.1,1.62,69,4,2,60, Strength     ,60.766,3.4,48.43
31, Female ,76.7,1.62,74,4,2,80, Yoga         ,36.806,2.3,29.23
55, Male   ,69.9,1.81,57,4,2,70, Strength     ,32.858,2.1,21.34
42, Female ,57.7,1.57,52,4,3,110, Cardio       ,32.352,2.7,23.41
50, Male   ,95.4,1.61,50,4,2,70, Strength     ,50.26,3.6,36.8
31, Female ,66.6,1.67,71,4,2,60, Yoga         ,30.386,1.5,23.88
57, Male   ,83.4,1.65,67,4,3,90, HIIT         ,44.466,3.5,30.63
20, Male   ,55,1.6,67,4,2,70, Yoga         ,24.976,3.2,21.48
24, Male   ,87.1,1.74,67,4,3,90, Strength     ,34.644,3.5,28.77
56, Female ,58,1.68,74,5,3,100, HIIT         ,32.14,2.7,20.55
45, Male   ,84.9,1.86,66,5,3,100, HIIT         ,34.398,3.5,24.54
38, Male   ,81.4,1.71,58,5,3,90, HIIT         ,36.748,3.5,27.84
53, Male   ,84.2,1.76,69,5,3,100, Cardio       ,39.406,3.5,27.18
27, Male   ,87.5,1.63,74,5,3,110, Strength     ,40.326,3.5,32.93
31, Female ,64.4,1.7,70,5,3,120, Strength     ,28.466,2.7,22.28
32, Male   ,85.9,1.6,60,5,3,120, HIIT         ,42.22,3.5,33.55
57, Female ,64,1.52,52,5,3,100, Strength     ,40.95,2.7,27.7
32, Female ,61.7,1.58,54,5,3,110, HIIT         ,31.624,2.7,24.72
42, Female ,59.5,1.74,52,5,3,110, Yoga         ,27.84,2.7,19.65
40, Female ,56.2,1.79,57,5,3,110, Yoga         ,24.848,2.7,17.54
54, Male   ,86,1.93,51,5,3,100, Strength     ,34.728,3.5,23.09
20, Male   ,82.7,1.99,59,5,3,100, HIIT         ,24.256,3.5,20.88
26, Male   ,86.2,1.68,72,5,3,120, Strength     ,37.228,3.5,30.54
30, Male   ,85.3,1.95,68,5,3,100, Yoga         ,28.416,3.5,22.43
49, Male   ,82.8,1.95,73,5,3,120, Yoga         ,32.006,3.5,21.78
44, Female ,59.1,1.52,56,5,3,100, Yoga         ,35.416,2.7,25.58
32, Male   ,87.9,1.88,64,5,3,90, Cardio       ,31.804,3.5,24.87
54, Male   ,83.6,1.86,56,5,3,90, HIIT         ,36.012,3.5,24.16
34, Female ,56.2,1.77,59,5,3,110, Cardio       ,23.948,2.7,17.94
40, Female ,57.4,1.71,61,5,3,110, Strength     ,27.356,2.7,19.63
41, Female ,63.4,1.59,55,5,3,110, HIIT         ,34.126,2.7,25.08
39, Female ,55.9,1.71,59,5,3,120, Yoga         ,26.514,2.7,19.12
57, Male   ,81.4,1.86,70,5,3,110, Cardio       ,35.946,3.5,23.53
35, Female ,64.2,1.59,66,5,3,100, Yoga         ,33.118,2.7,25.39
53, Female ,56.3,1.79,59,5,3,90, Strength     ,27.874,2.7,17.57
21, Female ,60,1.7,52,5,3,120, Strength     ,24.342,2.7,20.76
50, Male   ,89.6,1.68,74,5,3,110, Cardio       ,44.2,3.5,31.75
47, Male   ,84.8,1.86,63,5,3,110, HIIT         ,34.822,3.5,24.51
23, Female ,59,1.78,58,5,3,100, Yoga         ,22.234,2.7,18.62
26, Female ,59.3,1.51,71,5,3,100, Strength     ,31.792,2.7,26.01
41, Female ,62.3,1.79,73,5,3,120, Yoga         ,27.358,2.7,19.44
40, Female ,62.6,1.53,73,5,3,120, Cardio       ,35.888,2.7,26.74
47, Male   ,88.4,1.6,60,5,3,110, HIIT         ,46.846,3.5,34.53
43, Male   ,82.9,1.95,70,5,3,110, Cardio       ,30.65,3.5,21.8
26, Female ,64.1,1.5,60,5,3,120, Strength     ,34.768,2.7,28.49
29, Male   ,80.8,1.98,50,5,3,100, Strength     ,26.002,3.5,20.61
33, Female ,58,1.53,50,5,3,110, Strength     ,31.926,2.7,24.78
43, Female ,61.5,1.58,50,5,3,110, HIIT         ,34.058,2.7,24.64
56, Male   ,82.5,1.87,74,5,3,90, Yoga         ,35.788,3.5,23.59
50, Female ,58.1,1.58,50,5,3,120, Yoga         ,34.024,2.7,23.27
47, Female ,61,1.76,54,5,3,90, HIIT         ,29.038,2.7,19.69
36, Male   ,84,1.94,50,5,3,110, HIIT         ,29.664,3.5,22.32
18, Female ,64.8,1.53,54,5,3,120, Yoga         ,31.956,2.7,27.68
33, Female ,64.1,1.63,74,5,3,100, Strength     ,31.146,2.7,24.13
29, Male   ,88.1,1.93,66,5,3,110, Cardio       ,29.65,3.5,23.65
25, Female ,59.4,1.51,54,5,3,100, Cardio       ,31.61,2.7,26.05
42, Male   ,85.2,1.81,65,5,3,90, Yoga         ,35.472,3.5,26.01
38, Male   ,83.6,1.74,51,5,3,100, Cardio       ,36.472,3.5,27.61
52, Male   ,85.5,1.8,66,5,3,100, Strength     ,38.228,3.5,26.39
41, Male   ,81.6,1.87,59,5,3,110, HIIT         ,32.026,3.5,23.33
39, Male   ,86.2,1.82,72,5,3,120, Strength     ,34.794,3.5,26.02
36, Male   ,85.4,1.88,60,5,3,120, Yoga         ,31.872,3.5,24.16
38, Male   ,88.4,1.79,68,5,3,100, Yoga         ,36.448,3.5,27.59
56, Male   ,89,1.68,65,5,3,110, Yoga         ,45.316,3.5,31.53
48, Male   ,83.9,1.82,70,5,3,110, HIIT         ,36.036,3.5,25.33
46, Male   ,84.3,2,66,5,3,110, HIIT         ,30.464,3.5,21.07
22, Male   ,86.2,1.9,58,5,3,120, Strength     ,28.316,3.5,23.88
36, Male   ,88,1.71,73,5,3,110, HIIT         ,38.988,3.5,30.09
42, Female ,57.5,1.67,63,5,3,110, Cardio       ,29.004,2.7,20.62
53, Male   ,82.3,1.61,60,5,3,110, Strength     ,44.89,3.5,31.75
35, Male   ,85.6,1.85,55,5,3,110, Strength     ,32.662,3.5,25.01
32, Female ,62.6,1.63,58,5,3,100, HIIT         ,30.232,2.7,23.56
48, Male   ,87.1,1.76,67,5,3,110, Strength     ,39.384,3.5,28.12
18, Male   ,82.3,1.84,66,5,3,100, HIIT         ,27.912,3.5,24.31
29, Male   ,88,1.89,54,5,3,110, Cardio       ,30.838,3.5,24.64
41, Male   ,82.8,1.66,74,5,3,120, HIIT         ,40.09,3.5,30.05
43, Female ,55.2,1.73,62,5,3,100, Cardio       ,26.618,2.7,18.44
45, Male   ,89.6,1.81,70,5,3,100, Yoga         ,37.77,3.5,27.35
37, Male   ,88.8,1.95,66,5,3,100, Yoga         ,31.13,3.5,23.35
22, Male   ,88.5,1.62,69,5,3,110, Strength     ,40.124,3.5,33.72
50, Female ,56.5,1.6,61,5,3,110, Yoga         ,32.584,2.7,22.07
49, Male   ,81.4,1.83,73,5,3,120, Yoga         ,35.042,3.5,24.31
45, Female ,57.2,1.55,58,5,3,100, Cardio       ,33.522,2.7,23.81
31, Female ,57.9,1.56,50,5,3,110, Yoga         ,30.278,2.7,23.79
19, Male   ,82.4,1.96,62,5,3,110, HIIT         ,24.71,3.5,21.45
35, Female ,55.3,1.56,56,5,3,100, Strength     ,29.914,2.7,22.72
34, Female ,64.3,1.62,62,5,3,110, Yoga         ,31.82,2.7,24.5
37, Male   ,87.8,1.69,69,5,3,110, HIIT         ,39.998,3.5,30.74
57, Female ,64.4,1.56,73,5,3,90, Cardio       ,39.462,2.7,26.46
44, Male   ,82.5,1.79,70,5,3,90, HIIT         ,35.62,3.5,25.75
38, Female ,57.7,1.56,54,5,3,100, HIIT         ,31.792,2.7,23.71
44, Male   ,86.6,1.97,50,5,3,100, Yoga         ,31.492,3.5,22.31
27, Male   ,89.3,1.87,62,5,3,100, Strength     ,31.458,3.5,25.54
57, Male   ,85.6,1.69,50,5,3,110, Yoga         ,43.674,3.5,29.97
36, Female ,60,1.72,51,5,3,100, Strength     ,27.216,2.7,20.28
54, Female ,56.5,1.75,66,5,3,110, HIIT         ,29.16,2.7,18.45
28, Female ,55.1,1.79,67,5,3,120, Yoga         ,21.68,2.7,17.2
28, Female ,56,1.5,56,5,3,120, Strength     ,30.908,2.7,24.89
19, Female ,64.3,1.63,57,5,3,110, Cardio       ,28.01,2.7,24.2
23, Female ,60.9,1.62,69,5,3,100, Cardio       ,27.742,2.7,23.21
43, Male   ,81,1.78,65,5,3,100, Yoga         ,35.162,3.5,25.56
20, Male   ,85.7,1.92,58,5,3,100, Cardio       ,27.1,3.5,23.25
22, Female ,61.8,1.52,61,5,3,110, Yoga         ,31.76,2.7,26.75
40, Male   ,80.3,1.76,74,5,3,100, Strength     ,34.904,3.5,25.92
19, Female ,59.1,1.57,50,5,3,100, Cardio       ,27.746,2.7,23.98
59, Male   ,85.5,1.67,71,5,3,120, Cardio       ,44.962,3.5,30.66
56, Female ,55.7,1.53,66,5,3,120, Cardio       ,36.028,2.7,23.79
40, Male   ,87.9,1.87,54,5,3,120, Strength     ,33.968,3.5,25.14
56, Female ,64.2,1.69,61,5,3,120, Cardio       ,34.456,2.7,22.48
23, Male   ,87.3,1.91,58,5,3,110, HIIT         ,28.606,3.5,23.93
59, Female ,60.4,1.76,53,5,3,100, Cardio       ,31.57,2.7,19.5
